inDict,phrase
0,clavis aurea
0,privilegium maius
0,quod est necessarium est licitum
0,in magnis et voluisse sat est
0,alis aquilae
0,semper progrediens
0,sit sine labe decus
0,jus personarum
0,semper vigilo
0,horas non numero nisi serenas
0,abeunt studia in mores
0,tres faciunt collegium
0,bonus vir semper tiro
0,quaque nocte
0,pactum serva
0,vetus latina
0,sapientia et virtus
0,venturis ventis
0,familia supra omnia
0,quaque mane
0,ad terminum qui praeteriit
0,sine scientia ars nihil est
0,jus commercii
0,lux in domino
0,fabricati diem
0,pretium iustum est
0,ecce panis angelorum
0,quantum libet
0,fiat justitia et pereat mundus
0,qualis artifex pereo
1,magna cum laude
0,virtus laudata crescit
0,amantes amentes
0,nutrimentum spiritus
0,singuli in solidum
0,veritas et virtus
0,acta deos numquam mortalia fallunt
0,nihil fit sine causa
0,hoc est bellum
0,orbes volantes exstare
0,ex duris gloria
0,deus caritas est
0,semper primus
0,scientia ipsa potentia est
0,semper sursum
0,post christum natum
0,invictus maneo
0,sapiens qui prospicit
0,de verborum significatione
0,honores mutant mores
0,amicus usque ad aras
0,extremis malis extrema remedia
0,abnormis sapiens
0,manus manum lavat
0,ducit amor patriae
0,floreat pica
0,statio bene fide carinis
0,haud ignota loquor
0,ante prandium
0,flamma fumo est proxima
0,opera quadrata
0,ab invito
0,lector benevole
0,decies repetita placebit
0,extra domum
0,signum fidei
0,deus nobiscum
0,de te fabula narrator
0,crescat scientia vita excolatur
0,lux sit
0,fides punica
0,a pedibus usque ad caput
0,ex infra
0,bellum romanum
0,vince in bono malum
0,bonum commune communitatis
0,a falsis principiis proficisci
0,servus servorum dei
0,devisat vel non
0,verbum domini manet in aeternum
0,ad libitur
0,gaudia certaminis
0,absolutum dominium
0,hortus in urbe
0,auspicium melioris aevi
0,de fideli administratione
0,a cruce salus
0,die dulci freure
0,vivere militare est
0,animus in consulendo liber
0,aqua fontana
0,aurum potestas est
0,tendit in ardua virtus
0,homo sui juris
0,neutiquam erro
1,ante christum
0,video meliora proboque deteriora sequor
0,ex umbra in solem
0,qua definitione
0,contra spem spero
0,quomodo vales
0,veritas christo et ecclesiae
1,fidus achates
0,virtute et industria
0,dominus illuminatio mea
0,opus lateritium
0,caritas christi
0,omnes una manet nox
0,defensor fortis
0,caetera desunt
0,virtus et scientia
0,opera sectilia
1,lachryma christi
0,romanes eunt domus
0,dis manibus sacrum
0,vi coactus
0,christianos ad leones
0,virtute et veritate
0,bona officia
